number,年份,GeoName,ComponentName,Unit,Description,data
23,2016,Michigan,Total employment,Number of jobs,All industry total,5575128
24,2016,Minnesota,Total employment,Number of jobs,All industry total,3698363
25,2016,Mississippi,Total employment,Number of jobs,All industry total,1580050
26,2016,Missouri,Total employment,Number of jobs,All industry total,3700536
27,2016,Montana,Total employment,Number of jobs,All industry total,667552
28,2016,Nebraska,Total employment,Number of jobs,All industry total,1311043
29,2016,Nevada,Total employment,Number of jobs,All industry total,1723954
30,2016,New Hampshire,Total employment,Number of jobs,All industry total,873180
31,2016,New Jersey,Total employment,Number of jobs,All industry total,5391704
32,2016,New Mexico,Total employment,Number of jobs,All industry total,1092637
33,2016,New York,Total employment,Number of jobs,All industry total,12258958
34,2016,North Carolina,Total employment,Number of jobs,All industry total,5828879
35,2016,North Dakota,Total employment,Number of jobs,All industry total,576615
36,2016,Ohio,Total employment,Number of jobs,All industry total,6932002
37,2016,Oklahoma,Total employment,Number of jobs,All industry total,2286070
38,2016,Oregon,Total employment,Number of jobs,All industry total,2449802
39,2016,Pennsylvania,Total employment,Number of jobs,All industry total,7593573
40,2016,Rhode Island,Total employment,Number of jobs,All industry total,632399
41,2016,South Carolina,Total employment,Number of jobs,All industry total,2699902
42,2016,South Dakota,Total employment,Number of jobs,All industry total,597372
43,2016,Tennessee,Total employment,Number of jobs,All industry total,3950400
44,2016,Texas,Total employment,Number of jobs,All industry total,16684682
45,2016,Utah,Total employment,Number of jobs,All industry total,1933657
46,2016,Vermont,Total employment,Number of jobs,All industry total,433808
47,2016,Virginia,Total employment,Number of jobs,All industry total,5142525
48,2016,Washington,Total employment,Number of jobs,All industry total,4310239
49,2016,West Virginia,Total employment,Number of jobs,All industry total,889595
50,2016,Wisconsin,Total employment,Number of jobs,All industry total,3657646
51,2016,Wyoming,Total employment,Number of jobs,All industry total,398265
1,2017,Alabama,Total employment,Number of jobs,All industry total,2653968
2,2017,Alaska ,Total employment,Number of jobs,All industry total,456799
3,2017,Arizona,Total employment,Number of jobs,All industry total,3751283
4,2017,Arkansas,Total employment,Number of jobs,All industry total,1644432
5,2017,California,Total employment,Number of jobs,All industry total,23610226
6,2017,Colorado,Total employment,Number of jobs,All industry total,3768593
7,2017,Connecticut,Total employment,Number of jobs,All industry total,2304746
8,2017,Delaware,Total employment,Number of jobs,All industry total,586045
9,2017,District of Columbia,Total employment,Number of jobs,All industry total,902940
10,2017,Florida,Total employment,Number of jobs,All industry total,12130376
11,2017,Georgia,Total employment,Number of jobs,All industry total,6140776
12,2017,Hawaii ,Total employment,Number of jobs,All industry total,920376
13,2017,Idaho,Total employment,Number of jobs,All industry total,1009682
14,2017,Illinois,Total employment,Number of jobs,All industry total,7839160
15,2017,Indiana,Total employment,Number of jobs,All industry total,3912817
16,2017,Iowa,Total employment,Number of jobs,All industry total,2066284
17,2017,Kansas,Total employment,Number of jobs,All industry total,1917326
18,2017,Kentucky,Total employment,Number of jobs,All industry total,2524927
19,2017,Louisiana,Total employment,Number of jobs,All industry total,2701947
20,2017,Maine,Total employment,Number of jobs,All industry total,836117
21,2017,Maryland,Total employment,Number of jobs,All industry total,3702196
22,2017,Massachusetts,Total employment,Number of jobs,All industry total,4788192
23,2017,Michigan,Total employment,Number of jobs,All industry total,5643225
24,2017,Minnesota,Total employment,Number of jobs,All industry total,3743706
25,2017,Mississippi,Total employment,Number of jobs,All industry total,1593678
26,2017,Missouri,Total employment,Number of jobs,All industry total,3742873
27,2017,Montana,Total employment,Number of jobs,All industry total,675503
28,2017,Nebraska,Total employment,Number of jobs,All industry total,1320856
29,2017,Nevada,Total employment,Number of jobs,All industry total,1782895
30,2017,New Hampshire,Total employment,Number of jobs,All industry total,883500
31,2017,New Jersey,Total employment,Number of jobs,All industry total,5464627
32,2017,New Mexico,Total employment,Number of jobs,All industry total,1097669
33,2017,New York,Total employment,Number of jobs,All industry total,12408724
34,2017,North Carolina,Total employment,Number of jobs,All industry total,5933790
35,2017,North Dakota,Total employment,Number of jobs,All industry total,575020
36,2017,Ohio,Total employment,Number of jobs,All industry total,7005100
37,2017,Oklahoma,Total employment,Number of jobs,All industry total,2294185
38,2017,Oregon,Total employment,Number of jobs,All industry total,2522273
39,2017,Pennsylvania,Total employment,Number of jobs,All industry total,7677266
40,2017,Rhode Island,Total employment,Number of jobs,All industry total,639244
41,2017,South Carolina,Total employment,Number of jobs,All industry total,2766293
42,2017,South Dakota,Total employment,Number of jobs,All industry total,603150
43,2017,Tennessee,Total employment,Number of jobs,All industry total,4041451
44,2017,Texas,Total employment,Number of jobs,All industry total,17159034
45,2017,Utah,Total employment,Number of jobs,All industry total,1997317
46,2017,Vermont,Total employment,Number of jobs,All industry total,436990
47,2017,Virginia,Total employment,Number of jobs,All industry total,5229218
48,2017,Washington,Total employment,Number of jobs,All industry total,4441946
49,2017,West Virginia,Total employment,Number of jobs,All industry total,890055
50,2017,Wisconsin,Total employment,Number of jobs,All industry total,3686510
51,2017,Wyoming,Total employment,Number of jobs,All industry total,399994
1,2013,Alabama,Personal income per capita,dollar,All industry total,36107
2,2013,Alaska ,Personal income per capita,dollar,All industry total,52723
3,2013,Arizona,Personal income per capita,dollar,All industry total,36602
4,2013,Arkansas,Personal income per capita,dollar,All industry total,36235
5,2013,California,Personal income per capita,dollar,All industry total,49277
6,2013,Colorado,Personal income per capita,dollar,All industry total,47298
7,2013,Connecticut,Personal income per capita,dollar,All industry total,63554
8,2013,Delaware,Personal income per capita,dollar,All industry total,44335
9,2013,District of Columbia,Personal income per capita,dollar,All industry total,67939
10,2013,Florida,Personal income per capita,dollar,All industry total,40659
11,2013,Georgia,Personal income per capita,dollar,All industry total,37549
12,2013,Hawaii ,Personal income per capita,dollar,All industry total,44955
13,2013,Idaho,Personal income per capita,dollar,All industry total,36200
14,2013,Illinois,Personal income per capita,dollar,All industry total,47113
15,2013,Indiana,Personal income per capita,dollar,All industry total,39648
16,2013,Iowa,Personal income per capita,dollar,All industry total,43472
17,2013,Kansas,Personal income per capita,dollar,All industry total,45958
18,2013,Kentucky,Personal income per capita,dollar,All industry total,35919
19,2013,Louisiana,Personal income per capita,dollar,All industry total,40911
20,2013,Maine,Personal income per capita,dollar,All industry total,40165
21,2013,Maryland,Personal income per capita,dollar,All industry total,53052
22,2013,Massachusetts,Personal income per capita,dollar,All industry total,57372
23,2013,Michigan,Personal income per capita,dollar,All industry total,39361
24,2013,Minnesota,Personal income per capita,dollar,All industry total,47941
25,2013,Mississippi,Personal income per capita,dollar,All industry total,33852
26,2013,Missouri,Personal income per capita,dollar,All industry total,40324
27,2013,Montana,Personal income per capita,dollar,All industry total,40176
28,2013,Nebraska,Personal income per capita,dollar,All industry total,46592
29,2013,Nevada,Personal income per capita,dollar,All industry total,39271
30,2013,New Hampshire,Personal income per capita,dollar,All industry total,50754
31,2013,New Jersey,Personal income per capita,dollar,All industry total,56045
32,2013,New Mexico,Personal income per capita,dollar,All industry total,35079
33,2013,New York,Personal income per capita,dollar,All industry total,54491
34,2013,North Carolina,Personal income per capita,dollar,All industry total,38200
35,2013,North Dakota,Personal income per capita,dollar,All industry total,53824
36,2013,Ohio,Personal income per capita,dollar,All industry total,41098
37,2013,Oklahoma,Personal income per capita,dollar,All industry total,43097
38,2013,Oregon,Personal income per capita,dollar,All industry total,40015
39,2013,Pennsylvania,Personal income per capita,dollar,All industry total,46411
40,2013,Rhode Island,Personal income per capita,dollar,All industry total,46225
41,2013,South Carolina,Personal income per capita,dollar,All industry total,35731
42,2013,South Dakota,Personal income per capita,dollar,All industry total,45245
43,2013,Tennessee,Personal income per capita,dollar,All industry total,39427
44,2013,Texas,Personal income per capita,dollar,All industry total,43781
45,2013,Utah,Personal income per capita,dollar,All industry total,36725
46,2013,Vermont,Personal income per capita,dollar,All industry total,45941
47,2013,Virginia,Personal income per capita,dollar,All industry total,48855
48,2013,Washington,Personal income per capita,dollar,All industry total,48304
49,2013,West Virginia,Personal income per capita,dollar,All industry total,34946
50,2013,Wisconsin,Personal income per capita,dollar,All industry total,43184
51,2013,Wyoming,Personal income per capita,dollar,All industry total,52892
1,2014,Alabama,Personal income per capita,dollar,All industry total,37266
2,2014,Alaska ,Personal income per capita,dollar,All industry total,55833
3,2014,Arizona,Personal income per capita,dollar,All industry total,38226
4,2014,Arkansas,Personal income per capita,dollar,All industry total,38260
5,2014,California,Personal income per capita,dollar,All industry total,52324
6,2014,Colorado,Personal income per capita,dollar,All industry total,50700
7,2014,Connecticut,Personal income per capita,dollar,All industry total,66485
8,2014,Delaware,Personal income per capita,dollar,All industry total,45988
9,2014,District of Columbia,Personal income per capita,dollar,All industry total,71334
10,2014,Florida,Personal income per capita,dollar,All industry total,43109
11,2014,Georgia,Personal income per capita,dollar,All industry total,39795
12,2014,Hawaii ,Personal income per capita,dollar,All industry total,47246
13,2014,Idaho,Personal income per capita,dollar,All industry total,37896
14,2014,Illinois,Personal income per capita,dollar,All industry total,49444
15,2014,Indiana,Personal income per capita,dollar,All industry total,41099
16,2014,Iowa,Personal income per capita,dollar,All industry total,44799
17,2014,Kansas,Personal income per capita,dollar,All industry total,46874
18,2014,Kentucky,Personal income per capita,dollar,All industry total,37584
19,2014,Louisiana,Personal income per capita,dollar,All industry total,42684
20,2014,Maine,Personal income per capita,dollar,All industry total,41818
21,2014,Maryland,Personal income per capita,dollar,All industry total,54687
22,2014,Massachusetts,Personal income per capita,dollar,All industry total,59954
23,2014,Michigan,Personal income per capita,dollar,All industry total,41147
24,2014,Minnesota,Personal income per capita,dollar,All industry total,50254
25,2014,Mississippi,Personal income per capita,dollar,All industry total,34545
26,2014,Missouri,Personal income per capita,dollar,All industry total,41775
27,2014,Montana,Personal income per capita,dollar,All industry total,41900
28,2014,Nebraska,Personal income per capita,dollar,All industry total,48948
29,2014,Nevada,Personal income per capita,dollar,All industry total,41484
30,2014,New Hampshire,Personal income per capita,dollar,All industry total,52673
31,2014,New Jersey,Personal income per capita,dollar,All industry total,58655
32,2014,New Mexico,Personal income per capita,dollar,All industry total,37182
33,2014,New York,Personal income per capita,dollar,All industry total,56743
34,2014,North Carolina,Personal income per capita,dollar,All industry total,40064
35,2014,North Dakota,Personal income per capita,dollar,All industry total,56316
36,2014,Ohio,Personal income per capita,dollar,All industry total,42754
37,2014,Oklahoma,Personal income per capita,dollar,All industry total,45540
38,2014,Oregon,Personal income per capita,dollar,All industry total,42483
39,2014,Pennsylvania,Personal income per capita,dollar,All industry total,48431
40,2014,Rhode Island,Personal income per capita,dollar,All industry total,48165
41,2014,South Carolina,Personal income per capita,dollar,All industry total,37622
42,2014,South Dakota,Personal income per capita,dollar,All industry total,46959
43,2014,Tennessee,Personal income per capita,dollar,All industry total,40801
44,2014,Texas,Personal income per capita,dollar,All industry total,46289
45,2014,Utah,Personal income per capita,dollar,All industry total,38517
46,2014,Vermont,Personal income per capita,dollar,All industry total,47802
47,2014,Virginia,Personal income per capita,dollar,All industry total,50754
48,2014,Washington,Personal income per capita,dollar,All industry total,51518
49,2014,West Virginia,Personal income per capita,dollar,All industry total,36153
50,2014,Wisconsin,Personal income per capita,dollar,All industry total,44939
51,2014,Wyoming,Personal income per capita,dollar,All industry total,56708
1,2015,Alabama,Personal income per capita,dollar,All industry total,38644
2,2015,Alaska ,Personal income per capita,dollar,All industry total,57583
3,2015,Arizona,Personal income per capita,dollar,All industry total,39676
4,2015,Arkansas,Personal income per capita,dollar,All industry total,39343
5,2015,California,Personal income per capita,dollar,All industry total,55758
6,2015,Colorado,Personal income per capita,dollar,All industry total,52133
7,2015,Connecticut,Personal income per capita,dollar,All industry total,68288
8,2015,Delaware,Personal income per capita,dollar,All industry total,47961
9,2015,District of Columbia,Personal income per capita,dollar,All industry total,75439
10,2015,Florida,Personal income per capita,dollar,All industry total,45287
11,2015,Georgia,Personal income per capita,dollar,All industry total,41681
12,2015,Hawaii ,Personal income per capita,dollar,All industry total,49480
13,2015,Idaho,Personal income per capita,dollar,All industry total,39857
14,2015,Illinois,Personal income per capita,dollar,All industry total,51519
15,2015,Indiana,Personal income per capita,dollar,All industry total,42627
16,2015,Iowa,Personal income per capita,dollar,All industry total,46224
17,2015,Kansas,Personal income per capita,dollar,All industry total,47386
18,2015,Kentucky,Personal income per capita,dollar,All industry total,39093
19,2015,Louisiana,Personal income per capita,dollar,All industry total,43034
20,2015,Maine,Personal income per capita,dollar,All industry total,43619
21,2015,Maryland,Personal income per capita,dollar,All industry total,57139
22,2015,Massachusetts,Personal income per capita,dollar,All industry total,63583
23,2015,Michigan,Personal income per capita,dollar,All industry total,43533
24,2015,Minnesota,Personal income per capita,dollar,All industry total,52315
25,2015,Mississippi,Personal income per capita,dollar,All industry total,35022
26,2015,Missouri,Personal income per capita,dollar,All industry total,43096
27,2015,Montana,Personal income per capita,dollar,All industry total,43504
28,2015,Nebraska,Personal income per capita,dollar,All industry total,50588
29,2015,Nevada,Personal income per capita,dollar,All industry total,44065
30,2015,New Hampshire,Personal income per capita,dollar,All industry total,54788
31,2015,New Jersey,Personal income per capita,dollar,All industry total,61110
32,2015,New Mexico,Personal income per capita,dollar,All industry total,38261
33,2015,New York,Personal income per capita,dollar,All industry total,59141
34,2015,North Carolina,Personal income per capita,dollar,All industry total,41851
35,2015,North Dakota,Personal income per capita,dollar,All industry total,53845
36,2015,Ohio,Personal income per capita,dollar,All industry total,44340
37,2015,Oklahoma,Personal income per capita,dollar,All industry total,44245
38,2015,Oregon,Personal income per capita,dollar,All industry total,45182
39,2015,Pennsylvania,Personal income per capita,dollar,All industry total,50378
40,2015,Rhode Island,Personal income per capita,dollar,All industry total,50053
41,2015,South Carolina,Personal income per capita,dollar,All industry total,39496
42,2015,South Dakota,Personal income per capita,dollar,All industry total,48655
43,2015,Tennessee,Personal income per capita,dollar,All industry total,42593
44,2015,Texas,Personal income per capita,dollar,All industry total,46577
45,2015,Utah,Personal income per capita,dollar,All industry total,40867
46,2015,Vermont,Personal income per capita,dollar,All industry total,49582
47,2015,Virginia,Personal income per capita,dollar,All industry total,52892
48,2015,Washington,Personal income per capita,dollar,All industry total,53840
49,2015,West Virginia,Personal income per capita,dollar,All industry total,36915
50,2015,Wisconsin,Personal income per capita,dollar,All industry total,46681
51,2015,Wyoming,Personal income per capita,dollar,All industry total,57101
1,2016,Alabama,Personal income per capita,dollar,All industry total,39224
2,2016,Alaska ,Personal income per capita,dollar,All industry total,56016
3,2016,Arizona,Personal income per capita,dollar,All industry total,40671
4,2016,Arkansas,Personal income per capita,dollar,All industry total,40148
5,2016,California,Personal income per capita,dollar,All industry total,57739
6,2016,Colorado,Personal income per capita,dollar,All industry total,52262
7,2016,Connecticut,Personal income per capita,dollar,All industry total,69741
8,2016,Delaware,Personal income per capita,dollar,All industry total,48505
9,2016,District of Columbia,Personal income per capita,dollar,All industry total,77475
10,2016,Florida,Personal income per capita,dollar,All industry total,45684
11,2016,Georgia,Personal income per capita,dollar,All industry total,42693
12,2016,Hawaii ,Personal income per capita,dollar,All industry total,51032
13,2016,Idaho,Personal income per capita,dollar,All industry total,40670
14,2016,Illinois,Personal income per capita,dollar,All industry total,52273
15,2016,Indiana,Personal income per capita,dollar,All industry total,43741
16,2016,Iowa,Personal income per capita,dollar,All industry total,46431
17,2016,Kansas,Personal income per capita,dollar,All industry total,47510
18,2016,Kentucky,Personal income per capita,dollar,All industry total,39638
19,2016,Louisiana,Personal income per capita,dollar,All industry total,42726
20,2016,Maine,Personal income per capita,dollar,All industry total,44839
21,2016,Maryland,Personal income per capita,dollar,All industry total,59029
22,2016,Massachusetts,Personal income per capita,dollar,All industry total,65473
23,2016,Michigan,Personal income per capita,dollar,All industry total,44868
24,2016,Minnesota,Personal income per capita,dollar,All industry total,53209
25,2016,Mississippi,Personal income per capita,dollar,All industry total,35613
26,2016,Missouri,Personal income per capita,dollar,All industry total,44336
27,2016,Montana,Personal income per capita,dollar,All industry total,43721
28,2016,Nebraska,Personal income per capita,dollar,All industry total,49703
29,2016,Nevada,Personal income per capita,dollar,All industry total,44967
30,2016,New Hampshire,Personal income per capita,dollar,All industry total,56480
31,2016,New Jersey,Personal income per capita,dollar,All industry total,62701
32,2016,New Mexico,Personal income per capita,dollar,All industry total,38825
33,2016,New York,Personal income per capita,dollar,All industry total,61226
34,2016,North Carolina,Personal income per capita,dollar,All industry total,42651
35,2016,North Dakota,Personal income per capita,dollar,All industry total,52525
36,2016,Ohio,Personal income per capita,dollar,All industry total,45040
37,2016,Oklahoma,Personal income per capita,dollar,All industry total,41871
38,2016,Oregon,Personal income per capita,dollar,All industry total,46498
39,2016,Pennsylvania,Personal income per capita,dollar,All industry total,51614
40,2016,Rhode Island,Personal income per capita,dollar,All industry total,50541
41,2016,South Carolina,Personal income per capita,dollar,All industry total,40404
42,2016,South Dakota,Personal income per capita,dollar,All industry total,48627
43,2016,Tennessee,Personal income per capita,dollar,All industry total,43726
44,2016,Texas,Personal income per capita,dollar,All industry total,45616
45,2016,Utah,Personal income per capita,dollar,All industry total,42375
46,2016,Vermont,Personal income per capita,dollar,All industry total,50796
47,2016,Virginia,Personal income per capita,dollar,All industry total,53605
48,2016,Washington,Personal income per capita,dollar,All industry total,55884
49,2016,West Virginia,Personal income per capita,dollar,All industry total,36931
50,2016,Wisconsin,Personal income per capita,dollar,All industry total,47550
51,2016,Wyoming,Personal income per capita,dollar,All industry total,54610
1,2017,Alabama,Personal income per capita,dollar,All industry total,40467
2,2017,Alaska ,Personal income per capita,dollar,All industry total,56794
3,2017,Arizona,Personal income per capita,dollar,All industry total,42505
4,2017,Arkansas,Personal income per capita,dollar,All industry total,41520
5,2017,California,Personal income per capita,dollar,All industry total,60156
6,2017,Colorado,Personal income per capita,dollar,All industry total,55335
7,2017,Connecticut,Personal income per capita,dollar,All industry total,72213
8,2017,Delaware,Personal income per capita,dollar,All industry total,50350
9,2017,District of Columbia,Personal income per capita,dollar,All industry total,78969
10,2017,Florida,Personal income per capita,dollar,All industry total,47869
11,2017,Georgia,Personal income per capita,dollar,All industry total,44536
12,2017,Hawaii ,Personal income per capita,dollar,All industry total,53145
13,2017,Idaho,Personal income per capita,dollar,All industry total,42094
14,2017,Illinois,Personal income per capita,dollar,All industry total,53943
15,2017,Indiana,Personal income per capita,dollar,All industry total,45225
16,2017,Iowa,Personal income per capita,dollar,All industry total,47458
17,2017,Kansas,Personal income per capita,dollar,All industry total,48869
18,2017,Kentucky,Personal income per capita,dollar,All industry total,40999
19,2017,Louisiana,Personal income per capita,dollar,All industry total,43938
20,2017,Maine,Personal income per capita,dollar,All industry total,46570
21,2017,Maryland,Personal income per capita,dollar,All industry total,60512
22,2017,Massachusetts,Personal income per capita,dollar,All industry total,68233
23,2017,Michigan,Personal income per capita,dollar,All industry total,46258
24,2017,Minnesota,Personal income per capita,dollar,All industry total,54919
25,2017,Mississippi,Personal income per capita,dollar,All industry total,36375
26,2017,Missouri,Personal income per capita,dollar,All industry total,45744
27,2017,Montana,Personal income per capita,dollar,All industry total,45312
28,2017,Nebraska,Personal income per capita,dollar,All industry total,50663
29,2017,Nevada,Personal income per capita,dollar,All industry total,46914
30,2017,New Hampshire,Personal income per capita,dollar,All industry total,58397
31,2017,New Jersey,Personal income per capita,dollar,All industry total,64924
32,2017,New Mexico,Personal income per capita,dollar,All industry total,39521
33,2017,New York,Personal income per capita,dollar,All industry total,65644
34,2017,North Carolina,Personal income per capita,dollar,All industry total,44180
35,2017,North Dakota,Personal income per capita,dollar,All industry total,52669
36,2017,Ohio,Personal income per capita,dollar,All industry total,46651
37,2017,Oklahoma,Personal income per capita,dollar,All industry total,43634
38,2017,Oregon,Personal income per capita,dollar,All industry total,48372
39,2017,Pennsylvania,Personal income per capita,dollar,All industry total,53144
40,2017,Rhode Island,Personal income per capita,dollar,All industry total,52379
41,2017,South Carolina,Personal income per capita,dollar,All industry total,42081
42,2017,South Dakota,Personal income per capita,dollar,All industry total,49554
43,2017,Tennessee,Personal income per capita,dollar,All industry total,44950
44,2017,Texas,Personal income per capita,dollar,All industry total,47929
45,2017,Utah,Personal income per capita,dollar,All industry total,44002
46,2017,Vermont,Personal income per capita,dollar,All industry total,51976
47,2017,Virginia,Personal income per capita,dollar,All industry total,55306
48,2017,Washington,Personal income per capita,dollar,All industry total,58550
49,2017,West Virginia,Personal income per capita,dollar,All industry total,38644
50,2017,Wisconsin,Personal income per capita,dollar,All industry total,49290
51,2017,Wyoming,Personal income per capita,dollar,All industry total,56377
